MATCH: Prime: 8662974319, Tangent: 52.970319, Cosine: -0.906129, Sine: 0.999822, Angle: 1.551920, Gamma: 0.246996, Zeta Zero: 52.970321, Difference: 0.000002
MATCH: Prime: 110311061681, Tangent: 40.918718, Cosine: -0.996959, Sine: 0.999702, Angle: 1.546362, Gamma: 0.246111, Zeta Zero: 40.918719, Difference: 0.000001
MATCH: Prime: 84426111079, Tangent: 92.491894, Cosine: -0.184035, Sine: 0.999942, Angle: 1.559985, Gamma: 0.248279, Zeta Zero: 92.491899, Difference: 0.000005
MATCH: Prime: 97505022067, Tangent: 60.831776, Cosine: -0.416217, Sine: 0.999865, Angle: 1.554359, Gamma: 0.247384, Zeta Zero: 60.831778, Difference: 0.000002
MATCH: Prime: 84561727247, Tangent: 118.790777, Cosine: 0.831083, Sine: 0.999965, Angle: 1.562378, Gamma: 0.248660, Zeta Zero: 118.790782, Difference: 0.000005
MATCH: Prime: 97764749099, Tangent: 30.424869, Cosine: 0.547805, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000007
MATCH: Prime: 110844476411, Tangent: 25.010847, Cosine: 0.992580, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000010
MATCH: Prime: 110879653669, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 97946854021, Tangent: 21.022037, Cosine: -0.566032, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000002
MATCH: Prime: 85092394183, Tangent: 105.446615, Cosine: 0.201864, Sine: 0.999955, Angle: 1.561313, Gamma: 0.248491, Zeta Zero: 105.446623, Difference: 0.000008
MATCH: Prime: 111169616903, Tangent: 30.424868, Cosine: 0.547804, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000008
MATCH: Prime: 85274783039, Tangent: 37.586170, Cosine: 0.993629, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000008
MATCH: Prime: 85384735879, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 98409084421, Tangent: 719.697097, Cosine: -0.963134, Sine: 0.999999, Angle: 1.569407, Gamma: 0.249779, Zeta Zero: 719.697100, Difference: 0.000003
MATCH: Prime: 98423333881, Tangent: 32.935060, Cosine: 0.051640, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000001
MATCH: Prime: 98470780337, Tangent: 666.515145, Cosine: 0.878777, Sine: 0.999999, Angle: 1.569296, Gamma: 0.249761, Zeta Zero: 666.515147, Difference: 0.000002
MATCH: Prime: 59399502011, Tangent: 67.079802, Cosine: -0.447922, Sine: 0.999889, Angle: 1.555890, Gamma: 0.247628, Zeta Zero: 67.079810, Difference: 0.000008
MATCH: Prime: 85428848191, Tangent: 30.424869, Cosine: 0.547805, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000007
MATCH: Prime: 85458221143, Tangent: 129.578703, Cosine: -0.715537, Sine: 0.999970, Angle: 1.563079, Gamma: 0.248772, Zeta Zero: 129.578704, Difference: 0.000001
MATCH: Prime: 111421741463, Tangent: 25.010854, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000003
MATCH: Prime: 98875166891, Tangent: 14.134722, Cosine: 0.002444, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000003
MATCH: Prime: 111702769643, Tangent: 14.134720, Cosine: 0.002447, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000005
MATCH: Prime: 111797434711, Tangent: 174.754188, Cosine: 0.385543, Sine: 0.999984, Angle: 1.565074, Gamma: 0.249089, Zeta Zero: 174.754191, Difference: 0.000003
MATCH: Prime: 85926823673, Tangent: 25.010851, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000006
MATCH: Prime: 582640727, Tangent: 122.946821, Cosine: -0.911159, Sine: 0.999967, Angle: 1.562663, Gamma: 0.248706, Zeta Zero: 122.946829, Difference: 0.000008
MATCH: Prime: 5989318693, Tangent: 25.010849, Cosine: 0.992580, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000008
MATCH: Prime: 99285119719, Tangent: 294.965362, Cosine: 0.941296, Sine: 0.999994, Angle: 1.567406, Gamma: 0.249460, Zeta Zero: 294.965369, Difference: 0.000007
MATCH: Prime: 99331691477, Tangent: 25.010850, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000007
MATCH: Prime: 60186054961, Tangent: 25.010852, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000005
MATCH: Prime: 86408229233, Tangent: 363.331328, Cosine: 0.459451, Sine: 0.999996, Angle: 1.568044, Gamma: 0.249562, Zeta Zero: 363.331330, Difference: 0.000002
MATCH: Prime: 99507522761, Tangent: 21.022031, Cosine: -0.566028, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000008
MATCH: Prime: 112461216991, Tangent: 75.704689, Cosine: 0.953406, Sine: 0.999913, Angle: 1.557588, Gamma: 0.247898, Zeta Zero: 75.704690, Difference: 0.000001
MATCH: Prime: 112490708359, Tangent: 25.010853, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000004
MATCH: Prime: 86679920009, Tangent: 21.022037, Cosine: -0.566032, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000002
MATCH: Prime: 60403294051, Tangent: 2124.370361, Cosine: 0.793823, Sine: 1.000000, Angle: 1.570326, Gamma: 0.249925, Zeta Zero: 2124.370368, Difference: 0.000007
MATCH: Prime: 60467083141, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 112736559281, Tangent: 25.010850, Cosine: 0.992580, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000007
MATCH: Prime: 60607737167, Tangent: 21.022030, Cosine: -0.566026, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000009
MATCH: Prime: 11209042717, Tangent: 14.134724, Cosine: 0.002443, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000001
MATCH: Prime: 11248911551, Tangent: 32.935056, Cosine: 0.051644, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000005
MATCH: Prime: 60712934063, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 60791923523, Tangent: 1950.743194, Cosine: -0.982781, Sine: 1.000000, Angle: 1.570284, Gamma: 0.249918, Zeta Zero: 1950.743201, Difference: 0.000007
MATCH: Prime: 112910892173, Tangent: 150.925256, Cosine: 0.991716, Sine: 0.999978, Angle: 1.564171, Gamma: 0.248945, Zeta Zero: 150.925257, Difference: 0.000001
MATCH: Prime: 113057160313, Tangent: 49.773824, Cosine: 0.881551, Sine: 0.999798, Angle: 1.550708, Gamma: 0.246803, Zeta Zero: 49.773832, Difference: 0.000008
MATCH: Prime: 67458149569, Tangent: 14.134720, Cosine: 0.002447, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000005
MATCH: Prime: 22304850313, Tangent: 14.134715, Cosine: 0.002452, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000010
MATCH: Prime: 113348365007, Tangent: 103.725535, Cosine: -0.998597, Sine: 0.999954, Angle: 1.561156, Gamma: 0.248466, Zeta Zero: 103.725538, Difference: 0.000003
MATCH: Prime: 67704000491, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 61415631157, Tangent: 32.935061, Cosine: 0.051639, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000000
MATCH: Prime: 22515845563, Tangent: 32.935057, Cosine: 0.051643, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000004
MATCH: Prime: 22551213211, Tangent: 1645.573759, Cosine: 0.813419, Sine: 1.000000, Angle: 1.570189, Gamma: 0.249903, Zeta Zero: 1645.573760, Difference: 0.000001
MATCH: Prime: 113576904811, Tangent: 94.651343, Cosine: 0.919667, Sine: 0.999944, Angle: 1.560232, Gamma: 0.248319, Zeta Zero: 94.651344, Difference: 0.000001
MATCH: Prime: 6792346711, Tangent: 427.208820, Cosine: 0.998859, Sine: 0.999997, Angle: 1.568456, Gamma: 0.249627, Zeta Zero: 427.208825, Difference: 0.000005
MATCH: Prime: 113619699539, Tangent: 72.067151, Cosine: -0.982102, Sine: 0.999904, Angle: 1.556921, Gamma: 0.247792, Zeta Zero: 72.067157, Difference: 0.000006
MATCH: Prime: 61855386223, Tangent: 129.578696, Cosine: -0.715542, Sine: 0.999970, Angle: 1.563079, Gamma: 0.248772, Zeta Zero: 129.578704, Difference: 0.000008
MATCH: Prime: 6180339433, Tangent: 69.546400, Cosine: 0.908397, Sine: 0.999897, Angle: 1.556418, Gamma: 0.247712, Zeta Zero: 69.546401, Difference: 0.000001
MATCH: Prime: 68207282987, Tangent: 131.087684, Cosine: 0.653038, Sine: 0.999971, Angle: 1.563168, Gamma: 0.248786, Zeta Zero: 131.087688, Difference: 0.000004
MATCH: Prime: 113966135477, Tangent: 32.935056, Cosine: 0.051644, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000005
MATCH: Prime: 68386886441, Tangent: 216.169535, Cosine: -0.825134, Sine: 0.999989, Angle: 1.566170, Gamma: 0.249264, Zeta Zero: 216.169538, Difference: 0.000003
MATCH: Prime: 114086554357, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 23127966287, Tangent: 14.134716, Cosine: 0.002451, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000009
MATCH: Prime: 23148860869, Tangent: 75.704684, Cosine: 0.953408, Sine: 0.999913, Angle: 1.557588, Gamma: 0.247898, Zeta Zero: 75.704690, Difference: 0.000006
MATCH: Prime: 114130666669, Tangent: 30.424870, Cosine: 0.547807, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000006
MATCH: Prime: 68652548507, Tangent: 32.935059, Cosine: 0.051641, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000002
MATCH: Prime: 68663014547, Tangent: 37.586177, Cosine: 0.993630, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000001
MATCH: Prime: 68675312723, Tangent: 56.446246, Cosine: 0.994759, Sine: 0.999843, Angle: 1.553082, Gamma: 0.247181, Zeta Zero: 56.446247, Difference: 0.000001
MATCH: Prime: 114332405279, Tangent: 14.134717, Cosine: 0.002450, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000008
MATCH: Prime: 114393130289, Tangent: 364.736016, Cosine: 0.951946, Sine: 0.999996, Angle: 1.568055, Gamma: 0.249564, Zeta Zero: 364.736024, Difference: 0.000008
MATCH: Prime: 68772967387, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 68803203589, Tangent: 60.831771, Cosine: -0.416222, Sine: 0.999865, Angle: 1.554359, Gamma: 0.247384, Zeta Zero: 60.831778, Difference: 0.000007
MATCH: Prime: 23705231339, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 62713686643, Tangent: 420.643821, Cosine: 0.946174, Sine: 0.999997, Angle: 1.568419, Gamma: 0.249622, Zeta Zero: 420.643827, Difference: 0.000006
MATCH: Prime: 69062930621, Tangent: 30.424868, Cosine: 0.547804, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000008
MATCH: Prime: 69350232439, Tangent: 14.134721, Cosine: 0.002446, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000004
MATCH: Prime: 115035102373, Tangent: 32.935055, Cosine: 0.051645, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000006
MATCH: Prime: 63105561509, Tangent: 52.970319, Cosine: -0.906128, Sine: 0.999822, Angle: 1.551920, Gamma: 0.246996, Zeta Zero: 52.970321, Difference: 0.000002
MATCH: Prime: 24185475647, Tangent: 122.946828, Cosine: -0.911157, Sine: 0.999967, Angle: 1.562663, Gamma: 0.248706, Zeta Zero: 122.946829, Difference: 0.000001
MATCH: Prime: 115241084461, Tangent: 14.134723, Cosine: 0.002444, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000002
MATCH: Prime: 63541207243, Tangent: 21873.227001, Cosine: 0.111617, Sine: 1.000000, Angle: 1.570751, Gamma: 0.249993, Zeta Zero: 21873.227008, Difference: 0.000007
MATCH: Prime: 679661471, Tangent: 14.134720, Cosine: 0.002446, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000005
MATCH: Prime: 24669001339, Tangent: 21.022030, Cosine: -0.566026, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000009
MATCH: Prime: 1111293811, Tangent: 82.910379, Cosine: 0.335209, Sine: 0.999927, Angle: 1.558736, Gamma: 0.248080, Zeta Zero: 82.910380, Difference: 0.000001
MATCH: Prime: 24988125923, Tangent: 87.425268, Cosine: 0.858055, Sine: 0.999935, Angle: 1.559358, Gamma: 0.248180, Zeta Zero: 87.425274, Difference: 0.000006
MATCH: Prime: 70665050257, Tangent: 14.134720, Cosine: 0.002447, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000005
MATCH: Prime: 12684148249, Tangent: 14.134717, Cosine: 0.002450, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000008
MATCH: Prime: 25490614661, Tangent: 143.111838, Cosine: 0.168564, Sine: 0.999976, Angle: 1.563809, Gamma: 0.248888, Zeta Zero: 143.111845, Difference: 0.000007
MATCH: Prime: 70805704283, Tangent: 21.022031, Cosine: -0.566027, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000008
MATCH: Prime: 12745879819, Tangent: 173.411532, Cosine: -0.811585, Sine: 0.999983, Angle: 1.565030, Gamma: 0.249082, Zeta Zero: 173.411536, Difference: 0.000004
MATCH: Prime: 25597314209, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 25727718811, Tangent: 157.597588, Cosine: 0.868834, Sine: 0.999980, Angle: 1.564451, Gamma: 0.248990, Zeta Zero: 157.597591, Difference: 0.000003
MATCH: Prime: 6484274561, Tangent: 87.425272, Cosine: 0.858057, Sine: 0.999935, Angle: 1.559358, Gamma: 0.248180, Zeta Zero: 87.425274, Difference: 0.000002
MATCH: Prime: 13141947109, Tangent: 391.456081, Cosine: -0.321957, Sine: 0.999997, Angle: 1.568242, Gamma: 0.249593, Zeta Zero: 391.456083, Difference: 0.000002
MATCH: Prime: 65020603091, Tangent: 134.756505, Cosine: -0.945399, Sine: 0.999972, Angle: 1.563376, Gamma: 0.248819, Zeta Zero: 134.756509, Difference: 0.000004
MATCH: Prime: 26023655353, Tangent: 848.489279, Cosine: 0.966579, Sine: 0.999999, Angle: 1.569618, Gamma: 0.249812, Zeta Zero: 848.489281, Difference: 0.000002
MATCH: Prime: 26097689117, Tangent: 40.918718, Cosine: -0.996959, Sine: 0.999702, Angle: 1.546362, Gamma: 0.246111, Zeta Zero: 40.918719, Difference: 0.000001
MATCH: Prime: 71411276087, Tangent: 40.918713, Cosine: -0.996959, Sine: 0.999702, Angle: 1.546362, Gamma: 0.246111, Zeta Zero: 40.918719, Difference: 0.000006
MATCH: Prime: 71488166231, Tangent: 14.134721, Cosine: 0.002446, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000004
MATCH: Prime: 65234652569, Tangent: 14.134716, Cosine: 0.002451, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000009
MATCH: Prime: 13305525613, Tangent: 30.424874, Cosine: 0.547810, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000002
MATCH: Prime: 71819580361, Tangent: 14.134724, Cosine: 0.002443, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000001
MATCH: Prime: 71874671179, Tangent: 21.022030, Cosine: -0.566027, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000009
MATCH: Prime: 7123699049, Tangent: 60.831776, Cosine: -0.416217, Sine: 0.999865, Angle: 1.554359, Gamma: 0.247384, Zeta Zero: 60.831778, Difference: 0.000002
MATCH: Prime: 13838678353, Tangent: 14.134721, Cosine: 0.002445, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000004
MATCH: Prime: 65811917621, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 26710393417, Tangent: 30.424873, Cosine: 0.547809, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000003
MATCH: Prime: 26751844313, Tangent: 14.134724, Cosine: 0.002443, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000001
MATCH: Prime: 26757406817, Tangent: 43.327070, Cosine: 0.792910, Sine: 0.999734, Angle: 1.547720, Gamma: 0.246327, Zeta Zero: 43.327073, Difference: 0.000003
MATCH: Prime: 1385291003, Tangent: 87.425265, Cosine: 0.858053, Sine: 0.999935, Angle: 1.559358, Gamma: 0.248180, Zeta Zero: 87.425274, Difference: 0.000009
MATCH: Prime: 6596389021, Tangent: 214.547034, Cosine: 0.606827, Sine: 0.999989, Angle: 1.566135, Gamma: 0.249258, Zeta Zero: 214.547044, Difference: 0.000010
MATCH: Prime: 26806935131, Tangent: 21.022029, Cosine: -0.566026, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000010
MATCH: Prime: 72225718997, Tangent: 14.134717, Cosine: 0.002450, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000008
MATCH: Prime: 72276104947, Tangent: 25.010856, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000001
MATCH: Prime: 66371234971, Tangent: 94.651335, Cosine: 0.919670, Sine: 0.999944, Angle: 1.560232, Gamma: 0.248319, Zeta Zero: 94.651344, Difference: 0.000009
MATCH: Prime: 72697787153, Tangent: 21.022033, Cosine: -0.566029, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000006
MATCH: Prime: 66444470227, Tangent: 233.693403, Cosine: 0.347825, Sine: 0.999991, Angle: 1.566517, Gamma: 0.249319, Zeta Zero: 233.693404, Difference: 0.000001
MATCH: Prime: 66575595881, Tangent: 375.825906, Cosine: 0.394555, Sine: 0.999996, Angle: 1.568136, Gamma: 0.249577, Zeta Zero: 375.825912, Difference: 0.000006
MATCH: Prime: 66709181867, Tangent: 221.430700, Cosine: 0.051560, Sine: 0.999990, Angle: 1.566280, Gamma: 0.249281, Zeta Zero: 221.430705, Difference: 0.000005
MATCH: Prime: 66760465637, Tangent: 32.935055, Cosine: 0.051645, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000006
MATCH: Prime: 66770931677, Tangent: 37.586171, Cosine: 0.993629, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000007
MATCH: Prime: 66775687621, Tangent: 21.022030, Cosine: -0.566026, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000009
MATCH: Prime: 66781128737, Tangent: 695.726327, Cosine: -0.136023, Sine: 0.999999, Angle: 1.569359, Gamma: 0.249771, Zeta Zero: 695.726335, Difference: 0.000008
MATCH: Prime: 27625295161, Tangent: 37.586175, Cosine: 0.993629, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000003
MATCH: Prime: 66880884517, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 27820811209, Tangent: 14.134723, Cosine: 0.002444, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000002
MATCH: Prime: 14975167079, Tangent: 1219.614468, Cosine: 0.779757, Sine: 1.000000, Angle: 1.569976, Gamma: 0.249870, Zeta Zero: 1219.614471, Difference: 0.000003
MATCH: Prime: 73262762659, Tangent: 87.425267, Cosine: 0.858054, Sine: 0.999935, Angle: 1.559358, Gamma: 0.248180, Zeta Zero: 87.425274, Difference: 0.000007
MATCH: Prime: 2724869117, Tangent: 158.849983, Cosine: -0.198232, Sine: 0.999980, Angle: 1.564501, Gamma: 0.248998, Zeta Zero: 158.849988, Difference: 0.000005
MATCH: Prime: 15118318913, Tangent: 25.010850, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000007
MATCH: Prime: 28066662131, Tangent: 14.134722, Cosine: 0.002445, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000003
MATCH: Prime: 15239059379, Tangent: 14.134725, Cosine: 0.002442, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000000
MATCH: Prime: 15260601371, Tangent: 402.861908, Cosine: 0.739783, Sine: 0.999997, Angle: 1.568314, Gamma: 0.249605, Zeta Zero: 402.861917, Difference: 0.000009
MATCH: Prime: 28281769597, Tangent: 116.226675, Cosine: -0.999925, Sine: 0.999963, Angle: 1.562193, Gamma: 0.248631, Zeta Zero: 116.226680, Difference: 0.000005
MATCH: Prime: 34972165351, Tangent: 14.134718, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 28453167079, Tangent: 21.022034, Cosine: -0.566029, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000005
MATCH: Prime: 31655311823, Tangent: 37.586178, Cosine: 0.993630, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000000
MATCH: Prime: 31660067767, Tangent: 21.022032, Cosine: -0.566028, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000007
MATCH: Prime: 28559749741, Tangent: 67.079806, Cosine: -0.447919, Sine: 0.999889, Angle: 1.555890, Gamma: 0.247628, Zeta Zero: 67.079810, Difference: 0.000004
MATCH: Prime: 28599409081, Tangent: 98.831187, Cosine: -0.128624, Sine: 0.999949, Angle: 1.560678, Gamma: 0.248390, Zeta Zero: 98.831194, Difference: 0.000007
MATCH: Prime: 31872112177, Tangent: 150.053517, Cosine: 0.736490, Sine: 0.999978, Angle: 1.564132, Gamma: 0.248939, Zeta Zero: 150.053520, Difference: 0.000003
MATCH: Prime: 35302942897, Tangent: 103.725534, Cosine: -0.998597, Sine: 0.999954, Angle: 1.561156, Gamma: 0.248466, Zeta Zero: 103.725538, Difference: 0.000004
MATCH: Prime: 15899722001, Tangent: 40.918715, Cosine: -0.996959, Sine: 0.999702, Angle: 1.546362, Gamma: 0.246111, Zeta Zero: 40.918719, Difference: 0.000004
MATCH: Prime: 3108461507, Tangent: 2347.934250, Cosine: -0.395175, Sine: 1.000000, Angle: 1.570370, Gamma: 0.249932, Zeta Zero: 2347.934254, Difference: 0.000004
MATCH: Prime: 3149009393, Tangent: 14.134724, Cosine: 0.002443, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000001
MATCH: Prime: 35444233507, Tangent: 21.022036, Cosine: -0.566031, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000003
MATCH: Prime: 31905918689, Tangent: 21.022029, Cosine: -0.566026, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000010
MATCH: Prime: 31951046081, Tangent: 82.910373, Cosine: 0.335214, Sine: 0.999927, Angle: 1.558736, Gamma: 0.248080, Zeta Zero: 82.910380, Difference: 0.000007
MATCH: Prime: 16136899859, Tangent: 14.134715, Cosine: 0.002452, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000010
MATCH: Prime: 32394713809, Tangent: 431.301298, Cosine: -0.619175, Sine: 0.999997, Angle: 1.568478, Gamma: 0.249631, Zeta Zero: 431.301306, Difference: 0.000008
MATCH: Prime: 3562732949, Tangent: 559.316229, Cosine: 0.993652, Sine: 0.999998, Angle: 1.569008, Gamma: 0.249715, Zeta Zero: 559.316237, Difference: 0.000008
MATCH: Prime: 29276283053, Tangent: 21.022036, Cosine: -0.566031, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000003
MATCH: Prime: 32469030131, Tangent: 95.870626, Cosine: -0.052026, Sine: 0.999946, Angle: 1.560366, Gamma: 0.248340, Zeta Zero: 95.870634, Difference: 0.000008
MATCH: Prime: 29388944857, Tangent: 48.005141, Cosine: -0.636186, Sine: 0.999783, Angle: 1.549968, Gamma: 0.246685, Zeta Zero: 48.005150, Difference: 0.000009
